aqi,co,dew,humidity,no2,o3,pm10,pm25,pressure,so2,temperature,wind_gust_combined,wind_speed_combined
82.26940639269407,2.0,22.5,83.0,1.4,8.2,14.0,36.0,1010.5,4.0,25.5,10.984000000000002,3.3
82.26940639269407,0.3,23.0,78.0,8.769354838709678,13.0,28.0,45.0,1003.0,6.0,28.5,10.984000000000002,3.0
82.26940639269407,0.2,24.5,70.0,6.4,5.3,28.0,24.0,1003.0,1.1,30.0,10.984000000000002,3.8
15.0,0.1,25.0,60.5,5.5,11.4,28.0,37.0,1004.5,2.0,32.0,10.984000000000002,3.8
8.0,0.3,24.0,88.0,6.0,6.215806451612903,8.0,19.0,1005.0,4.0,26.0,10.984000000000002,3.3
11.0,2.0,20.0,65.0,4.2,6.215806451612903,12.0,25.0,1006.0,5.0,27.0,10.984000000000002,5.1
55.0,2.0,17.0,60.0,6.0,6.215806451612903,15.0,45.0,1015.5,6.0,22.0,11.3,2.8
119.0,2.0,21.0,85.5,7.8,3.0,23.0,59.0,1011.0,1.0,24.0,10.984000000000002,3.0
66.0,4.0,6.0,62.0,5.0,3.0,16.0,61.0,1023.5,1.1,13.0,10.984000000000002,4.1
82.26940639269407,0.2,11.0,76.0,6.4,5.0,31.0,78.0,1020.0,3.0,15.0,10.984000000000002,3.3
144.0,0.3,7.5,60.0,18.0,3.0,42.0,126.0,1019.0,4.6,14.5,10.984000000000002,2.5
82.26940639269407,4.0,18.76287262872629,72.48915989159892,20.6,3.0,64.0,134.0,1011.5983739837399,12.7,24.056910569105693,10.984000000000002,2.8048780487804876
82.26940639269407,3.0,17.0,88.0,5.1,3.0,14.0,61.0,1014.0,4.0,20.0,10.984000000000002,1.8
82.26940639269407,2.0,23.5,85.5,1.0,10.0,17.0,42.0,1009.0,4.0,25.5,10.984000000000002,3.3
82.26940639269407,0.3,24.5,80.5,8.769354838709678,10.2,39.0,71.0,1003.5,6.0,28.0,10.984000000000002,2.5
82.26940639269407,0.2,24.0,70.0,7.8,5.3,23.0,30.0,1005.0,1.1,30.0,10.984000000000002,3.6
26.0,0.2,25.0,64.0,5.0,9.8,25.0,35.0,1003.0,2.0,32.0,10.984000000000002,3.8
39.0,0.3,24.0,83.0,7.4,6.215806451612903,22.0,37.0,1005.0,4.0,27.0,10.984000000000002,2.0
9.0,2.0,22.0,78.0,5.1,6.215806451612903,12.0,27.0,1008.0,5.0,25.0,10.984000000000002,3.8
54.0,0.2,14.5,60.0,7.4,6.215806451612903,21.0,38.0,1016.0,7.0,22.0,10.984000000000002,3.6
155.0,0.3,21.0,78.0,9.0,3.0,27.0,49.0,1011.0,1.0,24.0,10.984000000000002,2.5
87.0,5.0,4.0,48.5,7.4,6.5,21.0,68.0,1026.0,3.0,15.0,10.984000000000002,3.8
82.26940639269407,4.0,12.5,87.0,7.8,4.5,45.0,104.0,1020.0,3.0,14.0,10.984000000000002,2.0
171.0,0.4,10.0,71.5,16.5,4.0,54.0,142.0,1017.5,6.1,13.0,10.984000000000002,2.0
82.26940639269407,0.2,18.76287262872629,72.48915989159892,15.1,2.1,98.0,194.0,1011.5983739837399,6.0,24.056910569105693,10.984000000000002,2.8048780487804876
82.26940639269407,0.3,17.5,78.0,14.0,3.0,50.0,98.0,1013.5,5.0,22.0,10.984000000000002,1.2
82.26940639269407,2.0,23.5,83.0,1.9,11.0,14.0,74.0,1009.5,5.0,27.0,10.984000000000002,3.8
82.26940639269407,0.3,25.0,68.0,8.769354838709678,11.0,31.0,48.0,1001.0,6.0,31.5,10.984000000000002,2.8
40.0,0.1,25.0,68.0,6.0,7.4,28.0,30.0,1005.0,1.1,30.5,12.3,3.8
27.0,2.0,24.0,81.0,6.0,8.2,25.0,42.0,1005.0,2.0,27.5,10.984000000000002,3.3
37.0,0.2,24.0,78.0,7.0,6.215806451612903,34.0,61.0,1006.5,4.0,28.0,10.984000000000002,1.8
6.0,3.0,23.0,83.0,5.0,6.215806451612903,23.0,52.0,1009.0,5.0,26.0,10.984000000000002,1.8
42.0,0.1,13.5,56.0,8.7,6.215806451612903,20.0,33.0,1017.0,8.0,23.0,10.984000000000002,3.6
136.0,0.3,21.0,78.0,8.7,3.0,26.0,55.0,1011.0,1.0,25.0,10.984000000000002,2.8
94.0,4.0,2.5,44.0,8.7,9.0,26.0,73.0,1026.5,3.0,15.0,10.984000000000002,3.8
82.26940639269407,0.3,16.0,88.0,12.4,3.3,68.0,159.0,1019.0,4.0,18.5,10.984000000000002,1.2
82.26940639269407,0.2,18.76287262872629,72.48915989159892,15.1,2.1,97.0,200.0,1011.5983739837399,4.0,24.056910569105693,10.984000000000002,2.8048780487804876
82.26940639269407,4.0,21.0,80.5,9.0,6.1,33.0,72.0,1012.0,4.0,24.0,10.984000000000002,2.5
82.26940639269407,0.2,24.0,83.0,2.8,9.0,15.0,37.0,1009.0,5.0,26.5,10.984000000000002,3.6
82.26940639269407,0.3,24.0,62.5,7.8,11.0,47.0,70.0,1000.0,6.0,34.5,10.984000000000002,2.3
34.0,0.1,24.0,66.0,6.4,10.6,29.0,33.0,1002.0,1.0,31.5,10.984000000000002,4.1
18.0,0.2,24.5,74.5,3.7,6.1,22.0,61.0,1007.0,3.0,29.5,10.984000000000002,4.1
41.0,0.3,23.5,78.0,11.0,6.215806451612903,21.0,42.0,1008.0,4.0,27.5,10.984000000000002,2.0
26.0,0.4,24.0,83.0,6.4,6.215806451612903,19.0,68.0,1009.0,5.0,28.0,10.984000000000002,3.0
39.0,2.0,13.0,53.0,9.2,6.215806451612903,17.0,42.0,1017.5,8.0,23.0,10.984000000000002,3.3
114.0,6.0,21.5,83.0,7.0,3.0,17.0,36.0,1011.5,1.0,25.0,10.984000000000002,3.3
99.0,5.0,1.0,35.0,11.0,9.0,32.0,92.0,1024.5,3.1,15.5,10.984000000000002,3.6
82.26940639269407,0.3,19.0,88.0,8.3,4.0,54.0,149.0,1016.0,3.0,19.5,10.984000000000002,2.0
82.26940639269407,0.5,18.76287262872629,72.48915989159892,17.0,3.0,80.0,185.0,1011.5983739837399,5.0,24.056910569105693,10.984000000000002,2.8048780487804876
82.26940639269407,0.2,22.5,88.0,4.6,11.0,22.0,95.0,1011.5,4.0,25.0,10.984000000000002,2.5
82.26940639269407,2.0,21.5,88.0,3.7,5.7,10.0,15.0,1010.0,5.0,25.0,21.0,3.3
82.26940639269407,0.3,25.0,68.0,6.0,10.0,38.0,69.0,1003.0,6.0,31.0,10.8,3.6
43.0,0.2,24.0,60.5,7.0,7.8,25.0,35.0,1001.0,1.1,32.5,9.7,3.0
19.0,0.2,23.5,62.5,3.7,5.7,21.0,34.0,1007.0,3.0,30.0,10.984000000000002,4.3
54.0,0.2,24.0,83.0,7.4,6.215806451612903,19.0,42.0,1008.0,4.0,27.0,10.984000000000002,1.8
11.0,0.2,25.0,88.0,5.1,6.215806451612903,15.0,29.0,1008.0,5.0,27.0,10.984000000000002,2.3
73.0,0.2,11.5,44.0,13.0,6.215806451612903,34.0,65.0,1014.0,8.0,24.0,10.984000000000002,1.8
140.0,5.0,21.0,78.0,9.6,3.0,24.0,48.0,1014.5,1.0,25.0,10.984000000000002,2.8
154.0,8.0,6.5,42.0,17.0,3.0,52.0,120.0,1020.5,3.1,19.0,10.984000000000002,1.8
82.26940639269407,0.2,20.0,85.5,6.0,5.0,31.0,78.0,1014.0,2.0,23.0,10.984000000000002,3.8
82.26940639269407,0.5,18.76287262872629,72.48915989159892,19.0,3.0,76.0,172.0,1011.5983739837399,4.6,24.056910569105693,10.984000000000002,2.8048780487804876
82.26940639269407,0.3,22.0,88.0,6.9,12.0,28.0,64.0,1012.0,4.0,24.0,10.984000000000002,2.5
82.26940639269407,0.1,18.0,82.0,1.9,7.0,7.0,16.0,1015.5,5.0,20.5,12.8,4.3
82.26940639269407,0.3,24.5,83.0,4.6,9.8,27.0,61.0,1006.0,6.0,27.5,8.2,1.8
25.0,0.2,24.0,57.5,11.0,8.6,32.0,35.0,1003.0,1.1,31.5,10.984000000000002,3.0
26.0,2.0,24.0,68.0,8.769354838709678,5.0,20.0,31.0,1007.0,3.0,30.5,10.984000000000002,3.6
33.0,4.0,24.0,74.0,6.0,6.215806451612903,20.0,61.0,1006.0,4.0,29.5,10.984000000000002,2.0
13.0,0.4,24.5,85.5,5.5,6.215806451612903,20.0,40.0,1008.0,5.0,27.0,10.984000000000002,2.0
82.0,3.0,13.0,56.5,15.0,6.215806451612903,56.0,94.0,1014.0,6.6,22.5,10.984000000000002,1.2
115.0,6.0,20.5,73.0,11.5,3.0,29.0,61.0,1017.0,1.6,25.0,10.984000000000002,2.3
155.0,10.0,10.0,55.0,20.6,2.0,45.0,137.0,1017.0,5.6,18.0,10.984000000000002,2.3
82.26940639269407,0.1,20.5,91.0,3.7,5.3,23.0,51.0,1013.5,2.0,22.0,10.984000000000002,3.3
82.26940639269407,4.0,18.76287262872629,72.48915989159892,15.1,5.0,52.0,114.0,1011.5983739837399,4.0,24.056910569105693,8.7,2.8048780487804876
82.26940639269407,0.2,21.0,83.0,4.2,12.0,19.0,46.0,1011.5,4.0,24.5,10.984000000000002,3.0
82.26940639269407,2.0,14.5,85.0,1.9,7.0,6.0,17.0,1020.0,6.0,17.0,10.984000000000002,2.5
82.26940639269407,0.2,24.5,76.5,4.0,9.8,39.0,72.0,1006.0,6.0,29.0,10.984000000000002,2.8
32.0,0.3,22.5,55.0,11.0,6.1,35.0,33.0,1002.0,2.0,33.0,10.984000000000002,2.5
20.0,0.2,24.0,66.0,8.769354838709678,6.0,25.0,48.0,1007.5,3.0,31.0,10.984000000000002,3.3
29.0,3.0,25.0,70.0,6.0,6.215806451612903,21.0,36.0,1004.5,4.0,29.0,10.8,2.0
15.0,2.0,22.0,80.5,5.5,6.215806451612903,9.0,25.0,1011.0,6.0,26.0,10.984000000000002,2.3
120.0,0.4,13.5,66.0,17.0,6.215806451612903,57.0,109.0,1014.0,9.0,21.0,10.984000000000002,1.5
158.0,8.0,19.5,73.0,14.7,3.0,33.0,56.0,1017.5,1.6,24.0,10.984000000000002,2.8
123.0,8.0,10.0,55.5,16.0,5.3,36.0,108.0,1018.0,3.0,18.5,10.984000000000002,2.0
82.26940639269407,3.0,12.0,84.5,3.2,10.0,11.0,59.0,1013.0,2.0,17.0,10.984000000000002,4.1
82.26940639269407,0.2,17.5,78.0,12.8,3.0,47.0,124.0,1017.0,4.0,22.0,10.984000000000002,2.5
82.26940639269407,2.0,22.0,83.0,4.6,12.0,17.0,33.0,1010.0,4.0,25.0,10.984000000000002,3.3
82.26940639269407,0.1,14.5,82.0,2.0,8.0,11.0,22.0,1020.0,6.0,19.0,10.984000000000002,1.8
82.26940639269407,0.3,25.0,70.0,3.0,12.0,28.0,48.0,1006.0,6.0,30.0,12.8,2.8
93.0,0.3,25.5,79.0,10.6,8.0,51.0,76.0,1001.0,1.6,30.0,10.984000000000002,2.8
19.0,5.0,25.0,68.0,8.769354838709678,7.0,26.0,74.0,1006.0,3.0,31.5,10.984000000000002,3.8
17.0,0.2,24.0,72.0,6.0,6.215806451612903,21.0,39.0,1003.0,4.0,29.0,10.984000000000002,2.5
20.0,0.3,23.5,76.0,7.4,6.215806451612903,25.0,64.0,1008.0,5.0,28.0,10.984000000000002,3.6
95.0,0.1,16.0,68.5,11.9,6.215806451612903,50.0,102.0,1014.0,8.0,22.0,10.984000000000002,2.0
155.0,7.0,19.5,73.0,18.0,3.0,33.0,91.0,1017.0,2.0,24.0,10.984000000000002,2.0
165.0,12.0,12.0,63.0,19.7,2.0,52.0,146.0,1017.0,5.6,18.5,10.984000000000002,2.0
82.26940639269407,4.0,8.5,63.0,5.0,7.8,16.0,38.0,1018.0,3.0,16.0,10.984000000000002,3.0
82.26940639269407,0.3,18.0,73.0,17.0,2.5,41.0,117.0,1017.0,4.0,22.0,10.984000000000002,2.5
82.26940639269407,0.1,23.0,83.0,3.0,13.0,12.0,70.0,1009.0,4.0,26.0,10.984000000000002,4.6
82.26940639269407,3.0,16.0,82.0,2.0,7.0,10.0,21.0,1020.0,6.0,19.0,10.984000000000002,2.5
82.26940639269407,0.2,22.0,69.0,2.0,9.0,20.0,59.0,1007.5,7.0,27.5,9.2,3.8
39.0,0.3,23.5,59.0,6.9,7.8,26.0,40.0,1001.5,1.1,31.0,11.3,3.8
19.0,2.0,23.5,79.0,8.769354838709678,6.5,18.0,29.0,1005.0,3.0,29.0,13.8,3.6
59.0,0.2,24.0,72.0,7.4,6.215806451612903,24.0,59.0,1002.0,4.0,30.5,10.984000000000002,1.8
12.0,0.2,24.5,81.0,6.0,6.215806451612903,16.0,31.0,1006.5,5.0,28.0,10.984000000000002,3.3
124.0,3.0,18.0,73.0,11.0,6.215806451612903,30.0,81.0,1014.0,7.0,22.5,10.984000000000002,1.8
131.0,7.0,19.5,69.0,18.0,2.9,33.0,83.0,1017.5,1.6,24.5,10.984000000000002,2.0
178.0,12.0,14.0,70.0,18.0,2.0,49.0,110.0,1016.0,4.1,19.5,10.984000000000002,1.8
82.26940639269407,4.0,7.5,62.0,5.0,6.5,21.0,57.0,1017.0,3.0,15.0,10.984000000000002,2.8
82.26940639269407,4.0,17.5,72.5,16.0,3.0,41.0,81.0,1016.5,4.0,23.5,10.984000000000002,2.3
82.26940639269407,0.2,23.0,80.5,3.0,11.0,20.0,45.0,1009.0,4.0,26.0,10.984000000000002,3.8
82.26940639269407,3.0,16.0,66.0,2.3,9.0,11.0,33.0,1018.5,6.0,23.5,10.984000000000002,2.3
82.26940639269407,0.2,22.0,83.0,4.0,9.0,25.0,56.0,1010.5,6.0,26.0,10.984000000000002,2.5
28.0,1.0,23.5,62.5,7.8,9.0,28.0,27.0,1003.0,1.1,31.5,10.984000000000002,4.6
26.0,0.3,24.0,76.0,8.769354838709678,5.7,45.0,63.0,1004.0,3.1,28.0,10.984000000000002,2.0
92.0,0.2,25.0,70.0,9.0,6.215806451612903,39.0,81.0,1000.5,4.0,31.0,10.984000000000002,2.3
8.0,0.2,22.0,78.5,4.0,6.215806451612903,13.0,28.0,1008.0,5.0,26.0,10.984000000000002,2.5
159.0,0.3,21.0,78.0,13.0,6.215806451612903,35.0,86.0,1012.5,7.0,25.0,10.984000000000002,2.0
155.0,7.0,17.0,68.0,16.5,4.0,32.0,95.0,1019.5,2.1,23.0,10.984000000000002,3.8
195.0,12.0,17.5,88.0,12.0,2.0,51.0,116.0,1014.0,3.0,20.0,10.984000000000002,1.8
82.26940639269407,4.0,7.5,62.0,5.5,7.0,37.0,80.0,1018.0,3.0,15.0,10.984000000000002,3.0
82.26940639269407,2.0,18.0,73.0,11.0,3.7,36.0,68.0,1015.0,4.0,23.0,10.984000000000002,3.3
82.26940639269407,0.2,21.5,83.0,3.0,12.0,21.0,89.0,1010.0,4.0,25.0,10.984000000000002,4.3
82.26940639269407,0.2,17.0,61.0,7.8,11.8,51.0,109.0,1016.5,9.0,25.0,10.984000000000002,1.5
82.26940639269407,0.3,22.5,74.0,5.5,9.0,48.0,81.0,1010.0,7.0,28.0,10.984000000000002,1.5
48.0,1.0,24.5,66.0,6.9,10.2,27.0,31.0,1004.0,1.1,31.0,7.7,4.1
72.0,0.2,24.0,78.0,8.769354838709678,7.0,54.0,111.0,1005.5,3.0,28.0,10.984000000000002,2.0
32.0,3.0,26.0,79.0,9.0,6.215806451612903,32.0,49.0,1001.0,4.0,30.0,10.984000000000002,2.8
11.0,0.3,23.0,78.0,8.0,6.215806451612903,19.0,46.0,1008.5,5.0,27.0,10.984000000000002,2.0
159.0,0.2,20.0,65.0,9.0,6.215806451612903,37.0,85.0,1012.0,7.0,26.0,10.984000000000002,3.3
98.0,5.0,13.5,60.0,8.3,4.0,25.0,60.0,1022.0,2.0,19.0,10.984000000000002,4.3
160.0,11.0,19.0,88.0,9.6,2.0,26.0,75.0,1012.0,2.0,21.0,10.984000000000002,3.3
82.26940639269407,4.0,7.0,62.0,4.6,6.5,45.0,122.0,1022.0,3.0,14.0,10.984000000000002,2.5
82.26940639269407,0.2,19.5,80.5,9.6,6.0,34.0,89.0,1013.0,3.0,23.0,10.984000000000002,3.6
82.26940639269407,0.1,22.0,88.0,1.0,11.0,14.0,87.0,1008.0,4.0,25.0,10.984000000000002,4.3
82.26940639269407,0.2,19.0,69.0,6.0,11.4,66.0,134.0,1015.0,7.1,25.0,10.984000000000002,2.0
82.26940639269407,0.3,24.0,74.0,5.5,7.8,33.0,57.0,1007.0,6.0,28.5,10.984000000000002,3.0
44.0,0.3,25.0,68.0,10.1,7.8,33.0,37.0,1003.0,1.1,31.5,10.984000000000002,4.1
70.0,0.3,24.0,70.0,8.769354838709678,6.1,43.0,85.0,1006.0,3.0,29.0,10.984000000000002,2.0
67.0,3.0,25.0,72.0,8.3,6.215806451612903,26.0,47.0,1003.0,4.0,30.5,10.984000000000002,2.5
19.0,0.3,24.0,76.0,9.0,6.215806451612903,28.0,71.0,1007.5,6.0,28.5,10.984000000000002,2.3
87.0,2.0,17.0,73.0,7.4,6.215806451612903,25.0,63.0,1014.5,7.0,22.5,11.8,4.6
66.0,4.0,8.0,52.0,8.0,6.0,16.0,60.0,1023.0,2.0,19.0,10.984000000000002,3.0
96.0,8.0,19.0,76.0,11.0,2.5,16.0,58.0,1013.0,2.0,21.5,10.984000000000002,2.8
82.26940639269407,6.0,8.5,67.0,7.0,6.1,64.0,151.0,1022.0,3.0,14.0,10.984000000000002,1.5
82.26940639269407,0.1,17.0,88.0,2.8,4.9,16.0,50.0,1009.0,5.0,19.5,10.984000000000002,4.3
82.26940639269407,3.0,20.5,76.0,3.0,9.0,49.0,75.0,1014.0,6.0,25.0,10.984000000000002,2.5
82.26940639269407,0.2,24.0,72.0,6.0,9.0,28.0,61.0,1007.0,6.0,29.5,10.984000000000002,2.3
61.0,0.2,25.0,66.0,11.0,12.6,33.0,38.0,1002.0,1.1,31.0,10.984000000000002,3.3
54.0,0.3,24.0,66.0,5.0,6.1,33.0,82.0,1005.0,3.0,31.0,10.984000000000002,2.3
62.0,0.2,25.0,70.0,9.2,6.215806451612903,31.0,56.0,1005.0,4.6,31.0,10.984000000000002,2.0
82.26940639269407,0.4,24.0,74.0,6.4,6.215806451612903,23.0,42.0,1005.5,6.0,29.5,10.984000000000002,2.3
59.0,0.2,20.0,94.0,7.8,6.215806451612903,14.0,34.0,1018.0,7.0,21.0,10.984000000000002,2.0
82.26940639269407,5.0,8.0,47.0,13.0,7.4,28.0,62.0,1023.0,3.0,20.0,10.984000000000002,2.8
185.0,0.4,18.76287262872629,72.48915989159892,14.2,4.0,70.0,154.0,1011.5983739837399,4.0,24.056910569105693,10.984000000000002,2.8048780487804876
56.0,7.0,3.0,38.0,10.6,5.3,24.0,68.0,1023.5,3.0,18.0,12.3,4.8
82.26940639269407,0.2,9.0,65.0,17.0,4.1,63.0,138.0,1020.0,4.0,17.0,8.2,2.3
82.26940639269407,3.0,15.0,82.0,2.0,4.0,18.0,68.0,1012.0,5.0,18.0,10.984000000000002,3.3
82.26940639269407,0.2,25.0,70.0,4.0,8.6,35.0,72.0,1007.5,6.0,30.5,10.984000000000002,2.3
69.0,0.3,25.0,76.5,10.0,6.5,37.0,63.0,1004.0,3.0,29.0,10.984000000000002,1.8
59.0,0.3,24.0,76.0,9.0,6.215806451612903,32.0,55.0,1006.5,4.1,29.0,10.984000000000002,2.3
70.0,4.0,19.5,83.0,9.2,6.215806451612903,19.0,55.0,1018.0,8.0,22.0,10.984000000000002,2.0
194.0,0.3,18.76287262872629,72.48915989159892,12.4,4.0,75.0,152.0,1011.5983739837399,4.0,24.056910569105693,10.984000000000002,2.8048780487804876
81.0,8.0,2.0,38.0,14.2,5.7,28.0,93.0,1026.0,4.6,14.0,10.984000000000002,2.8
